business_name,telephone,business_page,category,website,street,locality,region,zipcode,latitude,longitude
Yeshiva Ruach Hatorah,(718) 338-5717,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-ruach-hatorah-16469250,"Public Schools,Schools,Private Schools (K-12)",http://www.ruachhatorah.com,1450 Ocean Ave,Brooklyn,NY,11230,40.62672365,-73.95692869999999
Yeshiva Imrei Chaim Viznitz,(718) 851-1082,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-imrei-chaim-viznitz-7285967,"Public Schools,Schools",,971 41st St,Brooklyn,NY,11219,40.64405,-73.994807
Buffalo Vaad of Kashrus,(855) 545-5505,https://www.yellowpages.com/buffalo-ny/mip/buffalo-vaad-of-kashrus-503085601,Religious Organizations,,407 Maryvale Dr,Buffalo,NY,14225,42.8867166,-78.8783922
Yeshiva Bais Chaim Yoshua,(718) 435-0894,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-bais-chaim-yoshua-462446914,"Congregational Churches,Religious General Interest Schools,Churches & Places of Worship",,1270 52nd St,Brooklyn,NY,11219,40.633456249999995,-73.99453202494315
Yeshiva Of Brooklyn Boys Division,(718) 252-9500,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-of-brooklyn-boys-division-12111269,Schools,,1200 Ocean Pkwy,Brooklyn,NY,11230,40.6195481,-73.97020930762568
Yeshiva Tiferes Yisroel,(718) 258-9006,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-tiferes-yisroel-5851240,"Public Schools,Schools",https://www.judaicaplace.com/store,1271 E 35th St,Brooklyn,NY,11210,40.62324009803921,-73.9412564509804
Yeshiva Tifereth Israel,(212) 732-3661,https://www.yellowpages.com/new-york-ny/mip/yeshiva-tifereth-israel-10289729,"Religious General Interest Schools,Private Schools (K-12),Schools",,247 E Broadway Apt 2,New York,NY,10002,40.7127281,-74.0060152
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,(718) 327-7600,https://www.yellowpages.com/far-rockaway-ny/mip/yeshiva-of-far-rockaway-derech-ayson-rabbinical-seminary-5902438,"Colleges & Universities,Religious General Interest Schools,Schools",http://www.yofr.org,802 Hicksville Rd,Far Rockaway,NY,11691,40.6003565,-73.7438622
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,(718) 438-1002,https://www.yellowpages.com/brooklyn-ny/mip/mesivta-of-eastern-parkway-yeshiva-zichron-meilech-451333119,Religious General Interest Schools,,510 Dahill Rd,Brooklyn,NY,11218,40.63513195,-73.97930056722093
Yeshivas Tomchei Tmimim Lubavitch,(718) 735-6601,https://www.yellowpages.com/brooklyn-ny/mip/yeshivas-tomchei-tmimim-lubavitch-497498464,"Colleges & Universities,Religious General Interest Schools,Schools",http://www.centralyeshiva.com,885 Eastern Pkwy,Brooklyn,NY,11213,40.669714400000004,-73.93876155
Mesivta & Yeshiva Gedola of Manhattan Beach,(718) 368-1333,https://www.yellowpages.com/brooklyn-ny/mip/mesivta-yeshiva-gedola-of-manhattan-beach-2657055,Religious General Interest Schools,,59 W End Ave,Brooklyn,NY,11235,40.580239399999996,-73.95311720610047
Yeshiva Tashbar,(718) 486-7425,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-tashbar-482510245,Public Schools,,857 Kent Ave,Brooklyn,NY,11205,40.69485575,-73.95925042257909
Yeshiva Toras Emes,(914) 829-9124,https://www.yellowpages.com/tarrytown-ny/mip/yeshiva-toras-emes-480189491,Public Schools,,15 S Depot Plz,Tarrytown,NY,10591,41.07714253980687,-73.86446819389478
Yeshiva Hechal Moshe-Beth Jacob School,(212) 877-8709,https://www.yellowpages.com/new-york-ny/mip/yeshiva-hechal-moshe-beth-jacob-school-3027827,"Public Schools,Schools",,303 W 91st St Apt 1,New York,NY,10024,40.7587979,-73.9623427
Yeshiva Gedola Lubavitch,(718) 801-1995,https://www.yellowpages.com/forest-hills-ny/mip/yeshiva-gedola-lubavitch-482253895,Religious Organizations,http://yeshivalubavitch.com,9215 69th Ave,Forest Hills,NY,11375,40.718094,-73.851416
Congregation & Yeshiva Zichron,(845) 425-1005,https://www.yellowpages.com/monsey-ny/mip/congregation-yeshiva-zichron-14608763,Religious Organizations,,10 Maple Ter,Monsey,NY,10952,41.11666437930945,-74.06274042455789
Yeshiva of Spring Valley,(845) 352-2533,https://www.yellowpages.com/suffern-ny/mip/yeshiva-of-spring-valley-473009284,Schools,http://www.yeshivaspringvalley.org,121 College Rd,Suffern,NY,10901,41.1151372,-74.1493948
Yeshiva Ore Mordechai,(718) 234-3476,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-ore-mordechai-469415515,"Public Schools,Schools",,1535 63rd St,Brooklyn,NY,11219,40.624048,-73.994984
Yeshiva Ateret Torah,(718) 375-7100,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-ateret-torah-8421314,"Public Schools,Schools",,901 Quentin Rd,Brooklyn,NY,11223,40.6079083,-73.96362768707651
Yeshiva Beth Hillel Of Krasna Inc,(718) 851-4009,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-beth-hillel-of-krasna-inc-7610570,"Public Schools,Schools",,1623 44th St,Brooklyn,NY,11204,40.63361825,-73.98171607393539
Yeshivas Novominsk,(718) 438-2727,https://www.yellowpages.com/brooklyn-ny/mip/yeshivas-novominsk-498871929,"Colleges & Universities,Schools",http://novominsk.com,1690 60th St,Brooklyn,NY,11204,40.623490734693874,-73.98986175510204
Phila Yeshiva,(718) 633-3490,https://www.yellowpages.com/brooklyn-ny/mip/phila-yeshiva-460245324,Religious General Interest Schools,,240 Ocean Pkwy,Brooklyn,NY,11218,40.64374615,-73.97485442643404
Yeshiva Congregation Tifereth,(718) 434-2951,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-congregation-tifereth-468454454,Religious Organizations,,1020 Ocean Pkwy,Brooklyn,NY,11230,40.623527249999995,-73.97110963516472
Yeshiva of Machzikai Hadas,(718) 853-2442,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-of-machzikai-hadas-472531580,Colleges & Universities,,1321 43rd St,Brooklyn,NY,11219,40.63820185,-73.98784700033633
Chabad House-Lubavitch,(315) 424-0363,https://www.yellowpages.com/syracuse-ny/mip/chabad-house-lubavitch-2533467,"Religious Organizations,Synagogues,Churches & Places of Worship",http://www.chabadsyracuse.com,113 Berkeley Dr,Syracuse,NY,13210,43.03368909704947,-76.1277768136608
Yeshiva & Kollel Harbotzas Torah,(718) 692-0208,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-kollel-harbotzas-torah-29359655,Religious General Interest Schools,,1049 E 15th St,Brooklyn,NY,11230,40.623927,-73.96092589832739
Yeshiva Jesode Hatorah Of Boro Park,(718) 438-0075,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-jesode-hatorah-of-boro-park-470060502,"Colleges & Universities,Schools",,1358 50th St,Brooklyn,NY,11219,40.633629408163266,-73.99148651020408
Yeshiva Tiferes Shmuel,(845) 354-1165,https://www.yellowpages.com/monsey-ny/mip/yeshiva-tiferes-shmuel-515258618,Schools,,58 Parker Blvd,Monsey,NY,10952,41.118048,-74.05940368364077
Yeshiva Tifereth Moshe Dov Revel Center,(718) 544-5400,https://www.yellowpages.com/forest-hills-ny/mip/yeshiva-tifereth-moshe-dov-revel-center-3694801,Health Clubs,http://www.rabbihorowitz.com/PYes/SchoolDetails.cfm?School_ID=539,7102 113th St,Forest Hills,NY,11375,40.7195942,-73.8448553
Yeshiva Wiznitz,(845) 356-4024,https://www.yellowpages.com/monsey-ny/mip/yeshiva-wiznitz-463052407,Schools,,20 Ashel Ln,Monsey,NY,10952,41.12163029896137,-74.06622163222369
Tshebiner Yeshiva Kohav,(718) 851-5474,https://www.yellowpages.com/brooklyn-ny/mip/tshebiner-yeshiva-kohav-536726266,,,493 Flushing Ave,Brooklyn,NY,11205,40.699193,-73.955184
Gerer Yeshiva Machzikei Hadath,(718) 854-4300,https://www.yellowpages.com/brooklyn-ny/mip/gerer-yeshiva-machzikei-hadath-517156266,"Colleges & Universities,Schools",,5115 Old New Utrecht Rd,Brooklyn,NY,11204,40.62749028571428,-73.98296071428571
Yeshiva Ahavas Israel,(718) 330-0222,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-ahavas-israel-482917691,"Schools,Religious General Interest Schools",,12 Franklin Ave,Brooklyn,NY,11249,40.698891399999994,-73.95923424237921
Yeshiva Gedolah Rabbinical Institute Of New England Inc,(203) 934-6601,https://www.yellowpages.com/west-haven-ct/mip/yeshiva-gedolah-rabbinical-institute-of-new-england-inc-486159571,,,14 Farwell St,West Haven,CT,6516,41.28729885017884,-72.97920374281841
Yeshiva Darchei Torah,(718) 868-2400,https://www.yellowpages.com/far-rockaway-ny/mip/yeshiva-darchei-torah-10457226,"Public Schools,Schools,Private Schools (K-12)",http://www.darchei.org,1214 Heyson Rd,Far Rockaway,NY,11691,40.5962537,-73.7479826
Yeshiva Mishknois Lavir Yakov Inc,(845) 357-3949,https://www.yellowpages.com/sloatsburg-ny/mip/yeshiva-mishknois-lavir-yakov-inc-472210598,,,225 Orange Tpke,Sloatsburg,NY,10974,41.17377633651409,-74.18895083893463
Bobov Yeshiva,(718) 437-0323,https://www.yellowpages.com/brooklyn-ny/mip/bobov-yeshiva-505120015,Schools,,1149 38th St,Brooklyn,NY,11218,40.6432504,-73.98823372903493
Congregation Yeshiva Mevoi Hatalmud,(718) 384-1043,https://www.yellowpages.com/brooklyn-ny/mip/congregation-yeshiva-mevoi-hatalmud-471935531,"Synagogues,Religious General Interest Schools",,59 Lorimer St,Brooklyn,NY,11206,40.70144605,-73.95245798038167
Yeshiva Shaarei Torah of Rockland,(845) 352-3431,https://www.yellowpages.com/suffern-ny/mip/yeshiva-shaarei-torah-of-rockland-2932272,"Colleges & Universities,Educational Services,Schools",http://www.yst.edu,91 Carlton Rd W,Suffern,NY,10901,41.1151372,-74.1493948
Yeshiva Darche Torah,(516) 812-9051,https://www.yellowpages.com/cedarhurst-ny/mip/yeshiva-darche-torah-504473542,,,416 Central Ave,Cedarhurst,NY,11516,40.6199345,-73.7264084
Yeshiva Orach Chaim,(718) 232-3200,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-orach-chaim-474141290,Religious General Interest Schools,,1801 55th St,Brooklyn,NY,11204,40.6248221,-73.9840784
Yeshiva Mesivta Wiznitz of USA,(718) 435-7326,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-mesivta-wiznitz-of-usa-456764742,"Religious Organizations,Community Organizations,Religious General Interest Schools",,1231 51st St,Brooklyn,NY,11219,40.6349126,-73.99444967089906
Yeshiva Of Great Neck - CLOSED,,https://www.yellowpages.com/inwood-ny/mip/yeshiva-of-great-neck-523343216,,,119 Doughty Blvd,Inwood,NY,11096,40.61470884197474,-73.74651280142456
Yeshiva Chasdei Torah,(718) 677-1630,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-chasdei-torah-459514501,"Schools,Private Schools (K-12)",,54 Avenue O,Brooklyn,NY,11204,40.6100589,-73.98319029513593
Chabad Of Southampton Jewish,(631) 287-2249,https://www.yellowpages.com/southampton-ny/mip/chabad-of-southampton-jewish-458617036,Religious Organizations,http://www.southamptonjewishcenter.com,214 Hill St,Southampton,NY,11968,40.88441675,-72.40074880176553
Congregation Brith Hadoshah - CLOSED,(716) 873-8986,https://www.yellowpages.com/buffalo-ny/mip/congregation-brith-hadoshah-11010280,"Religious Organizations,Synagogues",,2608 Elmwood Ave,Buffalo,NY,14217,42.968347,-78.878851
The Yeshiva Limudel Hashem,(718) 782-0064,https://www.yellowpages.com/brooklyn-ny/mip/the-yeshiva-limudel-hashem-453387218,"Schools,Educational Services",,430 Kent Ave,Brooklyn,NY,11249,40.7095324,-73.9686849
Congregation Shomray Hadath,(607) 732-7410,https://www.yellowpages.com/elmira-ny/mip/congregation-shomray-hadath-541043700,"Religious Organizations,Synagogues,Churches & Places of Worship",https://www.kolamielmira.org,1008 W Water St,Elmira,NY,14905,42.080326,-76.833029
Yeshiva Mesivta Chernobil,(718) 436-5517,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-mesivta-chernobil-466649551,"Public Schools,Schools,Private Schools (K-12)",,4114 12th Ave,Brooklyn,NY,11219,40.64073757142857,-73.98990142857143
Yeshiva Darkei Emunah,(845) 425-0717,https://www.yellowpages.com/monsey-ny/mip/yeshiva-darkei-emunah-540896481,"Public Schools,Schools,Elementary Schools",,201 Route 306,Monsey,NY,10952,41.118048,-74.05940368364077
Zvi Dov Roth Academy Of Yeshiva Rambam,(718) 677-5100,https://www.yellowpages.com/brooklyn-ny/mip/zvi-dov-roth-academy-of-yeshiva-rambam-287236,"Preschools & Kindergarten,Private Schools (K-12),Religious General Interest Schools",,3300 Kings Hwy,Brooklyn,NY,11234,40.6188317,-73.9418166
Yeshiva Tiferes Elimelech,(718) 438-1779,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-tiferes-elimelech-1107215,"Public Schools,Schools,Elementary Schools",,1650 56th St,Brooklyn,NY,11204,40.62619850564914,-73.98825239410463
Yeshiva Gedolah Kesser Torah,(845) 406-4308,https://www.yellowpages.com/monsey-ny/mip/yeshiva-gedolah-kesser-torah-526275265,Colleges & Universities,,28 Cedar Ln,Monsey,NY,10952,41.12465637648152,-74.06910148222184
Yeshiva Of Nitra Rabbinical,(718) 384-5460,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-of-nitra-rabbinical-467641644,"Public Schools,Schools,Private Schools (K-12)",http://www.yeshivaofnitra.org,194 Division Ave,Brooklyn,NY,11211,40.7072776,-73.9598252
Bethlehem Chabad,(518) 866-7658,https://www.yellowpages.com/delmar-ny/mip/bethlehem-chabad-531728558,"Religious Organizations,Synagogues",http://www.bethlehemchabad.com,393 Delaware Ave,Delmar,NY,12054,42.623503,-73.829345
Yeshiva Torah Vodaath & Mesivta,(718) 462-8747,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-torah-vodaath-mesivta-7136976,"Private Schools (K-12),Schools,Religious General Interest Schools",https://www.torahvodaath.org,425 E 9th St,Brooklyn,NY,11218,40.63812055,-73.96935280023524
Yeshiva Ohel Shaim Inc,(718) 384-2463,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-ohel-shaim-inc-15039213,Schools,http://www.kaalov.org,167 Penn St,Brooklyn,NY,11211,40.703547099999994,-73.95661124889847
Yeshiva Tashbar,(518) 589-7701,https://www.yellowpages.com/elka-park-ny/mip/yeshiva-tashbar-482956384,Schools,,57 Dale Ln,Elka Park,NY,12427,42.1483,-74.112693
Yeshiva Gedolah Zichron Mayir,(845) 434-5328,https://www.yellowpages.com/mountain-dale-ny/mip/yeshiva-gedolah-zichron-mayir-1265662,"Schools,Private Schools (K-12)",,35 Woodridge Rd,Mountain Dale,NY,12763,41.6895375,-74.5312702
Yeshiva University,(646) 592-4000,https://www.yellowpages.com/new-york-ny/mip/yeshiva-university-465576134,"Colleges & Universities,Schools",http://www.yu.edu,215 Lexington Ave Rm 1501,New York,NY,10016,40.7587979,-73.9623427
Yeshiva Rabbi Chaim Berlin,(718) 377-0777,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-rabbi-chaim-berlin-533131066,"Colleges & Universities,Schools",,1603 Coney Island Ave,Brooklyn,NY,11230,40.6184633,-73.9636397628757
Yeshiva Mesivta Menachem,(718) 761-4480,https://www.yellowpages.com/staten-island-ny/mip/yeshiva-mesivta-menachem-9620976,Religious Organizations,,289 Harold St,Staten Island,NY,10314,40.6015486,-74.13082367622474
Shaarei Torah Orthodox Congrogation of Syracuse,(315) 446-6194,https://www.yellowpages.com/syracuse-ny/mip/shaarei-torah-orthodox-congrogation-of-syracuse-4128805,"Religious Organizations,Orthodox Churches,Churches & Places of Worship",https://www.stocsyracuse.org/STOCS/Welcome.html,4313 E Genesee St,Syracuse,NY,13214,43.0378579,-76.0777819
Yeshiva Jesode Hatorah-Boro,(718) 851-6462,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-jesode-hatorah-boro-9262185,"Colleges & Universities,Schools",http://bethchana.org,1350 50th St,Brooklyn,NY,11219,40.63345785,-73.99149052369128
Albert Einstein College of Medicine of Yeshiva Uni,(718) 933-3961,https://www.yellowpages.com/bronx-ny/mip/albert-einstein-college-of-medicine-of-yeshiva-uni-544296826,Colleges & Universities,,360 E 193rd St,Bronx,NY,10458,40.863044099999996,-73.89112623337397
Yeshiva Limudel Hashem,(718) 782-0064,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-limudel-hashem-546604311,,,8109 Bay Pkwy,Brooklyn,NY,11214,40.60435015,-73.99081808155762
Yeshivas Ohavei Torah,(718) 432-2600,https://www.yellowpages.com/bronx-ny/mip/yeshivas-ohavei-torah-2332229,"Public Schools,Schools,Religious General Interest Schools",https://www.duvys.com/simple/ohaveitorah,450 W 250th St,Bronx,NY,10471,40.8973388,-73.9072576
Yeshiva Beth Joseph Zvi Dushinsky,(718) 431-0635,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-beth-joseph-zvi-dushinsky-506405667,"Elementary Schools,Schools",,1010 45th St,Brooklyn,NY,11219,40.641034,-73.9962303
Yeshiva Gevoha Lev Simcha,(718) 854-0460,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-gevoha-lev-simcha-28883181,"Private Schools (K-12),Schools",,5115 Old New Utrecht Rd,Brooklyn,NY,11204,40.62749028571428,-73.98296071428571
Slonim Yeshiva Institute Divrei Shmuel Inc,(845) 352-4971,https://www.yellowpages.com/monsey-ny/mip/slonim-yeshiva-institute-divrei-shmuel-inc-4392147,"Churches & Places of Worship,Synagogues",,2 Phyllis Ter,Monsey,NY,10952,41.116665,-74.066705
Yeshiva of Monroe New Jersey,(732) 806-8887,https://www.yellowpages.com/monroe-township-nj/mip/yeshiva-of-monroe-new-jersey-472935331,"Public Schools,Schools,Elementary Schools",,373 Schoolhouse Rd,Monroe Township,NJ,8831,40.332127,-74.407406
Bobover Yeshiva Of Monsey,(845) 578-1818,https://www.yellowpages.com/spring-valley-ny/mip/bobover-yeshiva-of-monsey-4917498,Schools,,111 Maple Ave,Spring Valley,NY,10977,40.637281900000005,-74.13482955304072
Yeshiva University,(212) 960-5400,https://www.yellowpages.com/bronx-ny/mip/yeshiva-university-496652019,"Colleges & Universities,Schools",http://www.yuhsb.org,111 E 210th St,Bronx,NY,10467,40.8800853,-73.8798439
Yeshiva University,(212) 740-2653,https://www.yellowpages.com/new-york-ny/mip/yeshiva-university-3422750,,,2543 Amsterdam Ave,New York,NY,10033,40.8512543,-73.9283665
Yeshiva Primary & Junior High School,(718) 217-4700,https://www.yellowpages.com/oakland-gardens-ny/mip/yeshiva-primary-junior-high-school-2159310,"Public Schools,Middle Schools,Schools",http://www.yeshivaprimary.com,21010 Union Tpke,Oakland Gardens,NY,11364,40.753991,-73.765966
Yeshiva Machzikei Hadas,(347) 915-2155,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-machzikei-hadas-472214022,"Public Schools,Schools",,1583 40th St,Brooklyn,NY,11218,40.6362463,-73.9803418
Yeshiva Ketana Of Bensonhurst,(718) 871-6400,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-ketana-of-bensonhurst-469429989,"Public Schools,Schools,Elementary Schools",,3901 14th Ave,Brooklyn,NY,11218,40.6390325,-73.9841563
Yeshiva Kehilath Yakou,(718) 855-9020,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-kehilath-yakou-1918940,"Public Schools,Schools",,158 Lee Ave,Brooklyn,NY,11211,40.7029185,-73.9569911
Yeshiva Imrei Chaim Viznitz,(718) 974-8046,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-imrei-chaim-viznitz-471939792,Schools,,1237 53rd St,Brooklyn,NY,11219,40.633676225806454,-73.99574993548387
Yeshiva Ohr Torah Community School Inc,(212) 376-6800,https://www.yellowpages.com/new-york-ny/mip/yeshiva-ohr-torah-community-school-inc-484180091,Schools,https://www.mdsweb.org/page,310 W 75th St,New York,NY,10023,40.78180953061224,-73.98339493877552
Yeshiva Or Hatorah,(718) 851-7956,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-or-hatorah-529754662,Colleges & Universities,http://www.ydh.org,5822 11th Ave,Brooklyn,NY,11219,40.632369,-74.0024675
Yeshiva Rlkti School,(718) 464-3823,https://www.yellowpages.com/queens-village-ny/mip/yeshiva-rlkti-school-470695671,Schools,,8011 210th St,Queens Village,NY,11427,40.731116,-73.759745
Yeshiva of the Telshe Alumni,(718) 601-3523,https://www.yellowpages.com/bronx-ny/mip/yeshiva-of-the-telshe-alumni-3722847,"Colleges & Universities,Business & Vocational Schools,Schools",,4904 Independence Ave,Bronx,NY,10471,40.8979815,-73.9108877
Yeshiva Ner Eliezer,(718) 339-9633,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-ner-eliezer-472964479,Schools,http://www.nereliezer.org,2066 E 9th St,Brooklyn,NY,11223,40.5988218,-73.96252346948376
Yeshiva Beisaleivy Inc,(718) 246-2463,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-beisaleivy-inc-548507432,Private Schools (K-12),,128 Wallabout St,Brooklyn,NY,11249,40.6991496,-73.9606677
Yeshiva Ahavas Israel,(845) 434-9376,https://www.yellowpages.com/south-fallsburg-ny/mip/yeshiva-ahavas-israel-4940376,Schools,,100 Elm Dr,South Fallsburg,NY,12779,41.717772,-74.637662
Yeshiva Beth Josef Zvi Dushinsky,(718) 388-5660,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-beth-josef-zvi-dushinsky-1702787,"Public Schools,Schools,Elementary Schools",,135 Ross St Ste A,Brooklyn,NY,11211,40.6501038,-73.9495823
Yeshiva Lptzirim Lptzirim,(718) 438-3061,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-lptzirim-lptzirim-550698800,,,5120 13th Ave,Brooklyn,NY,11219,40.63363565,-73.99398258077933
Yeshiva of Kasho,(914) 241-2700,https://www.yellowpages.com/bedford-hills-ny/mip/yeshiva-of-kasho-472877234,"Public Schools,Schools,Educational Services",,165 Haines Rd,Bedford Hills,NY,10507,41.236632987164654,-73.71104806980757
Yeshiva Hatorah,(845) 292-8100,https://www.yellowpages.com/parksville-ny/mip/yeshiva-hatorah-480734153,Schools,,410 Revonah Hill Rd,Parksville,NY,12768,41.8554576,-74.7595057
Yeshiva Head Start Program,(718) 963-1212,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-head-start-program-11544159,"Schools,Child Care",,1402 40th St,Brooklyn,NY,11218,40.638406950000004,-73.98457559186431
Yeshiva Shaare Torah,(718) 677-8100,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-shaare-torah-456671486,"Public Schools,Schools",http://www.yeshivatshaaretorah.com/mommy-me-program,1020 Ocean Pkwy,Brooklyn,NY,11230,40.623527249999995,-73.97110963516472
Yeshiva Rabbi Samson Raphael,(212) 568-6250,https://www.yellowpages.com/new-york-ny/mip/yeshiva-rabbi-samson-raphael-465547483,Religious Organizations,http://www.yrsrh.org,220 Bennett Ave,New York,NY,10040,40.8570481,-73.9337959583919
Yeshiva Toras Chaim,(845) 352-9126,https://www.yellowpages.com/airmont-ny/mip/yeshiva-toras-chaim-459308796,"Educational Services,Religious General Interest Schools,Schools",,1 Regina Rd,Airmont,NY,10952,41.09364,-74.074195
Yeshiva Gur,(718) 854-4300,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-gur-7384548,"Colleges & Universities,Schools",,1462 38th St,Brooklyn,NY,11218,40.6386924,-73.98203913540706
Yeshiva Meor Hatalmud,(718) 972-3770,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-meor-hatalmud-459572149,"Educational Consultants,Educational Services,Private Schools (K-12)",,1368 39th St,Brooklyn,NY,11218,40.63941895,-73.9847850749379
Yeshiva Of Spring Valley,(845) 356-1400,https://www.yellowpages.com/monsey-ny/mip/yeshiva-of-spring-valley-10440885,"Public Schools,Schools",http://yeshivaspringvalley.org,142 Grandview Ave,Monsey,NY,10952,41.118048,-74.05940368364077
Yeshiva Rsr Hirsch School,(212) 568-6250,https://www.yellowpages.com/new-york-ny/mip/yeshiva-rsr-hirsch-school-533173926,"Public Schools,Educational Services,Schools",http://www.yrsrh.org,711 W 190th St,New York,NY,10040,40.8567259,-73.9330572
Yeshiva Ketana Of Queens,(718) 969-1000,https://www.yellowpages.com/flushing-ny/mip/yeshiva-ketana-of-queens-1089541,Religious General Interest Schools,http://www.yeshivaketanaofqueens.com,78-15 Parsons Blvd.,Flushing,NY,11366,40.759686,-73.821164
Yeshiva Steret Tech Girls High School,(718) 382-7002,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-steret-tech-girls-high-school-3379651,"Schools,Elementary Schools",,1649 E 13th St,Brooklyn,NY,11229,40.609147163265305,-73.96013718367347
Yeshiva Madreigas Haadam,(718) 969-7437,https://www.yellowpages.com/fresh-meadows-ny/mip/yeshiva-madreigas-haadam-9248157,,http://www.ymhad.org,16514 69th Ave,Fresh Meadows,NY,11365,40.7356979,-73.782671
Chabad House Of Delmar,(518) 439-8280,https://www.yellowpages.com/delmar-ny/mip/chabad-house-of-delmar-29188543,"Religious Organizations,Synagogues,Churches & Places of Worship",http://www.bethlehemchabad.com,109 Elsmere Ave,Delmar,NY,12054,42.6152615,-73.82044400000001
Yeshiva Zichron Aryeh,(516) 295-5700,https://www.yellowpages.com/cedarhurst-ny/mip/yeshiva-zichron-aryeh-506155664,Colleges & Universities,http://priority-1.org,26 Columbia Ave,Cedarhurst,NY,11516,40.618858,-73.72381899999999
Yesivath Zichorn Moshe a/k/aYeshiva Gedolah Zichron Moshe,(845) 434-5240,https://www.yellowpages.com/south-fallsburg-ny/mip/yesivath-zichorn-moshe-a-k-ayeshiva-gedolah-zichron-moshe-455765936,,,84 Laurel Ln,South Fallsburg,NY,12779,41.703285,-74.634525
Yeshiva Shaar Ephraim,(845) 426-3110,https://www.yellowpages.com/monsey-ny/mip/yeshiva-shaar-ephraim-2315933,"Public Schools,Schools",http://shaarephraim.org,5 Acer Ct,Monsey,NY,10952,41.11662334693878,-74.06151228571429
Congregation Yeshiva Tomchei,(347) 721-5069,https://www.yellowpages.com/brooklyn-ny/mip/congregation-yeshiva-tomchei-16780522,"Public Schools,Schools",http://yeshivayaakovovenu.org,383 Kingston Ave Suite 323,Brooklyn,NY,11213,40.6501038,-73.9495823
Yeshiva Gedolah,(845) 356-4030,https://www.yellowpages.com/airmont-ny/mip/yeshiva-gedolah-3704399,"Colleges & Universities,Schools",,260 Saddle River Rd,Airmont,NY,10952,41.09696711084038,-74.07166991565123
Yeshiva University - Sy Syms School Of Business,(212) 960-0845,https://www.yellowpages.com/new-york-ny/mip/yeshiva-university-sy-syms-school-of-business-462961590,Business & Vocational Schools,http://www.yu.edu/syms,500 W 185th St,New York,NY,10033,40.8506562,-73.9298679
Yeshivas Tomchei Temimim Lubavitch,(718) 774-4131,https://www.yellowpages.com/brooklyn-ny/mip/yeshivas-tomchei-temimim-lubavitch-470918203,"Colleges & Universities,Religious General Interest Schools",,570 Crown St,Brooklyn,NY,11213,40.66558025,-73.939300375
Yeshiva Darche Eres Inc,(718) 645-1256,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-darche-eres-inc-547303728,,https://www.schools.nyc.gov/schools/KCBR,325 Avenue Y,Brooklyn,NY,11223,40.5881059,-73.9738547
Yeshiva Emek Hatalmud,(718) 336-2270,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-emek-hatalmud-459490853,"Elementary Schools,Schools",,1457 E 19th St,Brooklyn,NY,11230,40.61473065,-73.95524948314937
