business_name,telephone,business_page,category,website,street,locality,region,zipcode,latitude,longitude
Chabad Lubavitch of Staten Island,(718) 370-8953,https://www.yellowpages.com/staten-island-ny/mip/chabad-lubavitch-of-staten-island-457872731,Synagogues,http://www.chabadsi.org,289 Harold St,Staten Island,NY,10314,40.6015486,-74.13082367622474
Bethlehem Chabad,(518) 866-7658,https://www.yellowpages.com/delmar-ny/mip/bethlehem-chabad-531728558,"Synagogues,Religious Organizations",http://www.bethlehemchabad.com,393 Delaware Ave,Delmar,NY,12054,42.623503,-73.829345
Beth Peretz Congregation,(718) 951-3273,https://www.yellowpages.com/brooklyn-ny/mip/beth-peretz-congregation-29270062,Synagogues,,1206 E 7th St,Brooklyn,NY,11230,40.6214097,-73.96878795
Temple Anshe Hesed,(814) 454-2426,https://www.yellowpages.com/erie-pa/mip/temple-anshe-hesed-549984904,Synagogues,https://anshehesederie.org,5401 Old Zuck Rd,Erie,PA,16506,42.0647403,-80.1186475
Chabad House Of Delmar,(518) 439-8280,https://www.yellowpages.com/delmar-ny/mip/chabad-house-of-delmar-29188543,"Synagogues,Religious Organizations,Churches & Places of Worship",http://www.bethlehemchabad.com,109 Elsmere Ave,Delmar,NY,12054,42.6152615,-73.82044400000001
United Jewish Federation,(908) 282-2072,https://www.yellowpages.com/elizabeth-nj/mip/united-jewish-federation-496821052,"Synagogues,Religious Organizations,Churches & Places of Worship",,35 North Ave,Elizabeth,NJ,7208,40.6639916,-74.2107006
Albany Jewish Center,(860) 523-7460,https://www.yellowpages.com/west-hartford-ct/mip/albany-jewish-center-542938764,Synagogues,https://jcfhartford.org/default.aspx,333 Bloomfield Ave,West Hartford,CT,6117,41.80234304159353,-72.72576543992537
Temple Beth Am,(585) 334-4855,https://www.yellowpages.com/henrietta-ny/mip/temple-beth-am-9637828,Synagogues,http://bethamrochester.org,3249 E Henrietta Rd,Henrietta,NY,14467,43.05614222222222,-77.61428325925927
Sulam Sulam,(917) 966-9000,https://www.yellowpages.com/brooklyn-ny/mip/sulam-sulam-480189376,"Synagogues,Churches & Places of Worship",,942 Saint Marks Ave,Brooklyn,NY,11213,40.674368599999994,-73.94074353775264
Arden Heights Jewish Center,(718) 948-6782,https://www.yellowpages.com/staten-island-ny/mip/arden-heights-jewish-center-9295549,"Synagogues,Churches & Places of Worship,Religious Organizations",https://ahbjewishcenter.org,1766 Arthur Kill Rd,Staten Island,NY,10312,40.5589568,-74.19649520491512
Kane Street Synagogue,(718) 875-1550,https://www.yellowpages.com/brooklyn-ny/mip/kane-street-synagogue-17384285,Synagogues,http://kanestreet.org,236 Kane St,Brooklyn,NY,11231,40.68561902777778,-73.99518555555555
Temple Concord Reform,(607) 723-7355,https://www.yellowpages.com/binghamton-ny/mip/temple-concord-reform-9062719,"Synagogues,Churches & Places of Worship",http://www.templeconcord.com,9 Riverside Dr,Binghamton,NY,13905,42.09267611242349,-75.92104188741945
Chabad Lubavitch,(631) 329-5800,https://www.yellowpages.com/east-hampton-ny/mip/chabad-lubavitch-8232212,"Synagogues,Conservative Synagogues,Churches & Places of Worship",http://www.chabadofthehamptons.com,13 Woods Ln,East Hampton,NY,11937,40.9528315,-72.1956070723667
Temple Judea Nursery Schl,(516) 798-1560,https://www.yellowpages.com/massapequa-ny/mip/temple-judea-nursery-schl-6482481,Synagogues,,98 Jerusalem Ave,Massapequa,NY,11758,40.6915,-73.47376286518244
Congregation Beth Israel,(518) 377-3700,https://www.yellowpages.com/schenectady-ny/mip/congregation-beth-israel-16165603,"Synagogues,Religious Organizations",http://www.bethisraelschenectady.com,2195 Eastern Pkwy,Schenectady,NY,12309,42.8001667,-73.8972253
Chabad Of Fort Lee,(201) 886-1238,https://www.yellowpages.com/fort-lee-nj/mip/chabad-of-fort-lee-2213566,Synagogues,http://www.chabadfortlee.com,808 Abbott Blvd,Fort Lee,NJ,7024,40.83132826530612,-73.98237632653061
Young Israel of Ocean Pkwy,(718) 376-6305,https://www.yellowpages.com/brooklyn-ny/mip/young-israel-of-ocean-pkwy-9303972,"Synagogues,Churches & Places of Worship",http://yimidwood.org,1781 Ocean Pkwy,Brooklyn,NY,11223,40.605302699999996,-73.96624241736623
Congregation B'nai Torah and Nursery School,(203) 268-6940,https://www.yellowpages.com/trumbull-ct/mip/congregation-bnai-torah-and-nursery-school-6307215,"Synagogues,Conservative Synagogues,Nursery Schools",http://www.bnaitorahct.org,5700 Main St,Trumbull,CT,6611,41.2509218,-73.2196535
Temple Sinai,(585) 381-6890,https://www.yellowpages.com/rochester-ny/mip/temple-sinai-5820178,Synagogues,https://www.tsinai.org/login.php,363 Penfield Rd,Rochester,NY,14625,43.163418,-77.6084615
Beth AM Temple,(845) 735-5858,https://www.yellowpages.com/pearl-river-ny/mip/beth-am-temple-9368560,"Synagogues,Religious Organizations,Churches & Places of Worship",http://bethamtemple.org,60 E Madison Ave,Pearl River,NY,10965,41.05479106117747,-74.02148918373372
Cbebk,(347) 457-6882,https://www.yellowpages.com/brooklyn-ny/mip/cbebk-550720344,Synagogues,,274 Garfield Pl,Brooklyn,NY,11215,40.67085575,-73.9745509570151
United Synagogue-Conservative,(212) 533-7800,https://www.yellowpages.com/new-york-ny/mip/united-synagogue-conservative-502652528,Synagogues,http://www.mercazusa.org,136 E 39th St,New York,NY,10016,40.749374242424246,-73.97726624242424
Jewish Center-Kew Gardens Hills,(718) 263-6500,https://www.yellowpages.com/flushing-ny/mip/jewish-center-kew-gardens-hills-1245054,"Synagogues,Churches & Places of Worship",http://www.jckgh.org,7125 Main St,Flushing,NY,11367,40.7654301,-73.8174291
Congregation Khal Torath Chaim,(845) 356-6666,https://www.yellowpages.com/monsey-ny/mip/congregation-khal-torath-chaim-513422,"Synagogues,Religious Organizations,Churches & Places of Worship",http://viznitzny.com,25 Phyllis Ter,Monsey,NY,10952,41.11878985,-74.06667876951238
Kehilat Jeshurun Synagogue,(212) 787-3539,https://www.yellowpages.com/new-york-ny/mip/kehilat-jeshurun-synagogue-524629549,Synagogues,https://www.ckj.org,300 E 85th St,New York,NY,10028,40.7768958,-73.952013
Fleetwood Synagogue,(914) 699-5469,https://www.yellowpages.com/mount-vernon-ny/mip/fleetwood-synagogue-2876883,"Synagogues,Churches & Places of Worship",http://www.fleetwoodsynagogue.org,11 Broad St E,Mount Vernon,NY,10552,40.92588967500191,-73.83538739778024
Congregation Tehillah,(718) 884-4839,https://www.yellowpages.com/bronx-ny/mip/congregation-tehillah-4543164,"Synagogues,Churches & Places of Worship,Religious Organizations",http://congregationtehillah.org,3424 Kingsbridge Ave Apt 1h,Bronx,NY,10463,40.8506558,-73.8665241
Congregation Kol Israel,(718) 951-1417,https://www.yellowpages.com/brooklyn-ny/mip/congregation-kol-israel-453305779,"Synagogues,Religious Organizations,Churches & Places of Worship",http://www.kolisrael.org,2501 Avenue K,Brooklyn,NY,11210,40.6240616,-73.9509454
Chabad of South Bay Long Island,(516) 798-0757,https://www.yellowpages.com/massapequa-ny/mip/chabad-of-south-bay-long-island-486378654,"Synagogues,Community Organizations,Temples",http://chabadsouthbay.com,4725 Merrick Rd,Massapequa,NY,11758,40.6666565,-73.4595965
Dwarkadhish Temple,(732) 254-0061,https://www.yellowpages.com/parlin-nj/mip/dwarkadhish-temple-1840050,"Synagogues,Churches & Places of Worship,Religious Organizations",http://dwarkadhishtemple.org/contact.html,717 Washington Rd,Parlin,NJ,8859,40.4620504,-74.3382037
Foundation for Sephardic Studies,(718) 382-6688,https://www.yellowpages.com/brooklyn-ny/mip/foundation-for-sephardic-studies-276778,"Synagogues,Churches & Places of Worship",http://www.sephardicstudies.org,730 Avenue S,Brooklyn,NY,11223,40.6026035,-73.9640749
Bergenfield Dumont Jewish Center,(201) 384-3911,https://www.yellowpages.com/bergenfield-nj/mip/bergenfield-dumont-jewish-center-466642992,Synagogues,,12 E Central Ave,Bergenfield,NJ,7621,40.93314677777778,-73.99492533333333
Young Israel Of Windsor Park,(718) 224-2100,https://www.yellowpages.com/oakland-gardens-ny/mip/young-israel-of-windsor-park-455408266,"Synagogues,Churches & Places of Worship",,6745 215th St,Oakland Gardens,NY,11364,40.7493501,-73.7633501
Mazer School Religious School,(212) 369-2600,https://www.yellowpages.com/new-york-ny/mip/mazer-school-religious-school-2210219,Synagogues,http://pasyn.org,50 E 87th St,New York,NY,10128,40.781115799999995,-73.95794610002847
Congregation Kehal Adath Yeshurun of The Bronx,(718) 653-4698,https://www.yellowpages.com/bronx-ny/mip/congregation-kehal-adath-yeshurun-of-the-bronx-453407831,"Synagogues,Churches & Places of Worship",,2222 Cruger Ave,Bronx,NY,10467,40.8584276,-73.86621149044659
Temple B'nai Sholom,(516) 764-4100,https://www.yellowpages.com/rockville-centre-ny/mip/temple-bnai-sholom-1625278,"Synagogues,Churches & Places of Worship",http://www.bnaisholom.com,100 Hempstead Ave,Rockville Centre,NY,11570,40.66346974025832,-73.64472634632224
Temple Emanuel Of Long Beach,(516) 431-4060,https://www.yellowpages.com/long-beach-ny/mip/temple-emanuel-of-long-beach-480991961,"Synagogues,Reform Synagogues,Religious Organizations",https://www.templeemanueloflb.com,455 Neptune Blvd,Long Beach,NY,11561,40.589666,-73.64686
Congregation Sons Of Israel,(718) 372-4830,https://www.yellowpages.com/brooklyn-ny/mip/congregation-sons-of-israel-3638758,"Synagogues,Religious Organizations,Churches & Places of Worship",,2115 Benson Ave,Brooklyn,NY,11214,40.6014692,-73.997080399824
Town of Oyster Bay Chabad,(516) 682-0404,https://www.yellowpages.com/woodbury-ny/mip/town-of-oyster-bay-chabad-10261171,Synagogues,http://www.jewishtob.org,678 Woodbury Rd,Woodbury,NY,11797,40.808209500000004,-73.47433124233127
Temple Emanuel-Pascack Valley,(201) 391-0801,https://www.yellowpages.com/woodcliff-lake-nj/mip/temple-emanuel-pascack-valley-464909722,"Synagogues,Churches & Places of Worship",http://tepv.org,87 Overlook Dr,Woodcliff Lake,NJ,7677,41.01879534517853,-74.0702103072206
Temple Beth-El Of Great Neck,(516) 487-0900,https://www.yellowpages.com/great-neck-ny/mip/temple-beth-el-of-great-neck-7167668,"Synagogues,Churches & Places of Worship",http://www.tbegreatneck.org,5 Old Mill Rd,Great Neck,NY,11023,40.798032,-73.7356542
Mikdash Eliyahu,(718) 996-0026,https://www.yellowpages.com/brooklyn-ny/mip/mikdash-eliyahu-469834958,"Synagogues,Religious Organizations,Churches & Places of Worship",http://mikdasheliyahu.org,400 Avenue U,Brooklyn,NY,11223,40.597315,-73.969454
Monroe Woodbury Jewish Ctr,(845) 782-3695,https://www.yellowpages.com/monroe-ny/mip/monroe-woodbury-jewish-ctr-505776449,Synagogues,,1465 Orange Tpke,Monroe,NY,10950,41.308561,-74.184861
Chabad of Northeast Queens Hebrew School,(718) 279-1457,https://www.yellowpages.com/bayside-ny/mip/chabad-of-northeast-queens-hebrew-school-497570985,"Synagogues,Religious General Interest Schools",http://www.chabadnequeens.com,2606 213th St,Bayside,NY,11360,40.77818873469388,-73.77684651020408
Young Israel Of Riverdale,(718) 548-4765,https://www.yellowpages.com/bronx-ny/mip/young-israel-of-riverdale-12591101,"Synagogues,Religious Organizations,Churches & Places of Worship",http://yiriverdale.org,4502 Henry Hudson Pkwy,Bronx,NY,10471,40.9005786,-73.8981612
Central Synagogue Of Nassau County,(516) 766-4300,https://www.yellowpages.com/rockville-centre-ny/mip/central-synagogue-of-nassau-county-10625925,"Synagogues,Reform Synagogues,Clergy",http://www.centralsy.org,430 Demott Ave Ste 1,Rockville Centre,NY,11570,40.6574186,-73.6450664
Shawn B Zell Rabbi,(732) 381-8403,https://www.yellowpages.com/clark-nj/mip/shawn-b-zell-rabbi-466875942,"Synagogues,Churches & Places of Worship",,111 Valley Rd,Clark,NJ,7066,40.62605603786717,-74.29873978052564
JEWISH RUSSIAN LEARNING CENTER,(718) 569-5593,https://www.yellowpages.com/staten-island-ny/mip/jewish-russian-learning-center-512525609,"Synagogues,Community Organizations",,44 Oswald Pl,Staten Island,NY,10309,40.52340255,-74.2014624430847
Congregation Etz Chaim Of Kew,(718) 261-5883,https://www.yellowpages.com/flushing-ny/mip/congregation-etz-chaim-of-kew-6663029,Synagogues,http://www.etzchaimkgh.org,14719 73rd Ave,Flushing,NY,11367,40.7654301,-73.8174291
Young Israel,(718) 786-4103,https://www.yellowpages.com/sunnyside-ny/mip/young-israel-29356532,Synagogues,http://ww1.youngisraelofsunnyside.org,4301a 46th St,Sunnyside,NY,11104,40.746568,-73.918014
Congregation Knesses Yisroel,(845) 354-1037,https://www.yellowpages.com/spring-valley-ny/mip/congregation-knesses-yisroel-21294035,"Synagogues,Religious Organizations,Churches & Places of Worship",http://www.ckynh.org,698 Union Rd,Spring Valley,NY,10977,41.141141,-74.055469
Congregation Beth David,(401) 789-3437,https://www.yellowpages.com/narragansett-ri/mip/congregation-beth-david-517656560,"Synagogues,Conservative Synagogues",http://www.cbdri.org,102 Kingstown Rd,Narragansett,RI,2882,41.43187066666667,-71.46463366666667
Fellowship for Jewish Learning,(203) 329-7304,https://www.yellowpages.com/stamford-ct/mip/fellowship-for-jewish-learning-462662458,"Synagogues,Reform Synagogues,Churches & Places of Worship",,Stamford 06907,Stamford,CT,6907,1.2945394,103.8501751
Chabad Of Bedford,(914) 666-6065,https://www.yellowpages.com/bedford-hills-ny/mip/chabad-of-bedford-614751,"Synagogues,Religious Organizations,Private Schools (K-12)",http://www.chabadbedford.com,133 Railroad Ave,Bedford Hills,NY,10507,41.23864031990403,-73.69848109352156
Chabad Of Sheepshead Bay,(718) 934-9331,https://www.yellowpages.com/brooklyn-ny/mip/chabad-of-sheepshead-bay-485043288,"Synagogues,Counseling Services,Clergy",http://www.chabadsheepsheadbay.com,1315 Avenue Y,Brooklyn,NY,11235,40.5901312,-73.9560445
Congregation Sons Of Jacob,(845) 429-4644,https://www.yellowpages.com/haverstraw-ny/mip/congregation-sons-of-jacob-829498,"Synagogues,Churches & Places of Worship,Religious Organizations",,37 Clove Ave,Haverstraw,NY,10927,41.195642209095794,-73.96666637758426
Congregation Eitz Chaim of Cedarhurt Inc,(516) 374-9293,https://www.yellowpages.com/cedarhurst-ny/mip/congregation-eitz-chaim-of-cedarhurt-inc-546302724,"Synagogues,Religious Organizations",,391 Oakland Ave,Cedarhurst,NY,11516,40.6271653,-73.726394
Temple Shaaray Tefila,(212) 535-8008,https://www.yellowpages.com/mount-vernon-ny/mip/temple-shaaray-tefila-532871029,Synagogues,https://shaaraytefilanyc.org,180 Pearsall Dr,Mount Vernon,NY,10552,40.916263857752156,-73.8140785962063
Lutowisker Chevra,(212) 475-1860,https://www.yellowpages.com/new-york-ny/mip/lutowisker-chevra-5133012,"Synagogues,Churches & Places of Worship,Reform Synagogues",,262 Delancey St,New York,NY,10002,40.716763150000006,-73.98062164871712
Congregation of Georgian Jews,(718) 897-3100,https://www.yellowpages.com/forest-hills-ny/mip/congregation-of-georgian-jews-1770248,"Synagogues,Religious Organizations",,63 Yellowstone Blvd Apt 04,Forest Hills,NY,11375,40.7195942,-73.8448553
Congregation B Nai Jeshurun,(718) 981-5550,https://www.yellowpages.com/staten-island-ny/mip/congregation-b-nai-jeshurun-519583494,"Synagogues,Religious Organizations,Churches & Places of Worship",,275 Martin Ave,Staten Island,NY,10314,40.6040247,-74.13933374999999
Congregation Beth Simchat,(212) 929-9498,https://www.yellowpages.com/new-york-ny/mip/congregation-beth-simchat-479582421,"Synagogues,Religious Organizations",http://cbst.org,57 Bethune St,New York,NY,10014,40.73687996,-74.0086194
Congregation Ahavath Israel,(845) 292-8843,https://www.yellowpages.com/liberty-ny/mip/congregation-ahavath-israel-6357273,"Synagogues,Religious Organizations,Churches & Places of Worship",http://www.congregationahavathisrael.com,39 Chestnut St,Liberty,NY,12754,41.799353,-74.749036
Community Synagogue of Rye,(914) 967-6262,https://www.yellowpages.com/rye-ny/mip/community-synagogue-of-rye-1758608,"Synagogues,Churches & Places of Worship",http://www.comsynrye.org,200 Forest Ave,Rye,NY,10580,40.974665,-73.676233
Chabad Lubavitch Of Long Island,(631) 922-0138,https://www.yellowpages.com/commack-ny/mip/chabad-lubavitch-of-long-island-523691937,Synagogues,http://www.chabadli.org,65 Valleywood Rd,Commack,NY,11725,40.836325,-73.262049
Temple B'nai Israel,(501) 225-9700,https://www.yellowpages.com/little-rock-ar/mip/temple-bnai-israel-9575892,"Synagogues,Religious Organizations,Churches & Places of Worship",http://www.bnai-israel.us,3700 N Rodney Parham Rd,Little Rock,AR,72212,34.785451,-92.402054
Temple Beth El Of Long Beach,(516) 432-1678,https://www.yellowpages.com/long-beach-ny/mip/temple-beth-el-of-long-beach-12753188,"Synagogues,Churches & Places of Worship,Clergy",,570 W Walnut St Ste B,Long Beach,NY,11561,40.58888905,-73.66487511359858
Young Israel Synagogue of Man Hattan,(212) 732-0966,https://www.yellowpages.com/new-york-ny/mip/young-israel-synagogue-of-man-hattan-11526497,Synagogues,http://yimanhattan.org,551 Grand St,New York,NY,10002,40.7137873,-73.9805941
Jewish Center-Kings Hwy,(718) 645-9000,https://www.yellowpages.com/brooklyn-ny/mip/jewish-center-kings-hwy-2474076,"Synagogues,Churches & Places of Worship",https://www.kingswayjewishcenter.org/login.php,1202 Avenue P,Brooklyn,NY,11229,40.60984855,-73.96107119474932
Congregation Yetev Lev,(845) 782-2643,https://www.yellowpages.com/monroe-ny/mip/congregation-yetev-lev-2348088,"Synagogues,Religious Organizations,Churches & Places of Worship",,7 Garfield Rd,Monroe,NY,10950,41.34015138499588,-74.16939081940906
North Shore Synagogue,(516) 921-2282,https://www.yellowpages.com/syosset-ny/mip/north-shore-synagogue-535178439,"Synagogues,Nursery Schools,Schools",http://www.northshoresynagogue.org,83 Muttontown Eastwoods Rd,Syosset,NY,11791,40.8252778,-73.5061111
Union for Traditional Judaism,(201) 801-0707,https://www.yellowpages.com/new-york-ny/mip/union-for-traditional-judaism-501892374,Synagogues,http://www.utj.org,82 Nassau St. #313,New York,NY,10038,40.7127281,-74.0060152
Temple Beth Or-Beth Torah,(732) 381-8403,https://www.yellowpages.com/clark-nj/mip/temple-beth-or-beth-torah-2789684,"Synagogues,Clergy,Churches & Places of Worship",http://www.bethorbethtorah.org,111 Valley Rd,Clark,NJ,7066,40.62605603786717,-74.29873978052564
The Jewish Learning Experience,(212) 335-0613,https://www.yellowpages.com/new-york-ny/mip/the-jewish-learning-experience-541903857,"Synagogues,Religious Organizations",http://thejle.com,61 Broadway Rm 2780,New York,NY,10006,40.7127281,-74.0060152
Chabad of the Upper East Side,(212) 717-4613,https://www.yellowpages.com/new-york-ny/mip/chabad-of-the-upper-east-side-5415368,Synagogues,http://www.chabaduppereastside.com,419 E 77th St,New York,NY,10075,40.7708919,-73.952767
Congregation Beth El,(212) 772-7500,https://www.yellowpages.com/new-york-ny/mip/congregation-beth-el-14508464,Synagogues,http://www.bethelnyc.org,1173 2nd Ave,New York,NY,10065,40.76243115,-73.96332124999999
Sinai Free Synagogue,(914) 664-1727,https://www.yellowpages.com/mount-vernon-ny/mip/sinai-free-synagogue-776407,"Synagogues,Churches & Places of Worship",http://www.sinaifreesynagogue.org,550 N Columbus Ave,Mount Vernon,NY,10552,40.927661762251226,-73.82096732140859
Congregation Toldos Avrohom Yitzchok,(718) 486-6144,https://www.yellowpages.com/brooklyn-ny/mip/congregation-toldos-avrohom-yitzchok-472268804,"Synagogues,Religious Organizations,Churches & Places of Worship",,36 Harrison Ave,Brooklyn,NY,11211,40.7059272,-73.9537679
Congregation B'nai Abraham of E F,(718) 261-4580,https://www.yellowpages.com/flushing-ny/mip/congregation-bnai-abraham-of-e-f-13592881,"Synagogues,Churches & Places of Worship,Religious Organizations",,7503 Main St,Flushing,NY,11367,40.7654301,-73.8174291
Temple Sinai,(845) 343-1861,https://www.yellowpages.com/middletown-ny/mip/temple-sinai-3958615,"Synagogues,Churches & Places of Worship",http://www.templesinaimiddletown.com,75 Highland Ave,Middletown,NY,10940,41.45085307239195,-74.42079048553167
Troy Chabad Center,(518) 274-5572,https://www.yellowpages.com/troy-ny/mip/troy-chabad-center-505080646,Synagogues,http://www.chabad.org/centers/default_cdo/aid/117698/jewish/Troy-Chabad-Center.htm,27 S Lake Ave,Troy,NY,12180,42.73659071428572,-73.65869428571429
Chabad Lubavitch,(845) 782-2770,https://www.yellowpages.com/monroe-ny/mip/chabad-lubavitch-470636823,"Synagogues,Conservative Synagogues,Churches & Places of Worship",,1170 State Route 17m,Monroe,NY,10950,41.3304767,-74.1866348
Chabad Of Huntington,(631) 385-2424,https://www.yellowpages.com/melville-ny/mip/chabad-of-huntington-8833826,"Synagogues,Churches & Places of Worship",,464 Old Country Rd,Melville,NY,11747,40.80974799002752,-73.38714739720768
Sussman G,(718) 442-5966,https://www.yellowpages.com/staten-island-ny/mip/sussman-g-17115556,"Synagogues,Clergy",,984 Post Ave,Staten Island,NY,10302,40.632266,-74.1334744
Community Synagogue Of Monsey,(845) 356-2720,https://www.yellowpages.com/monsey-ny/mip/community-synagogue-of-monsey-9813569,"Synagogues,Conservative Synagogues,Churches & Places of Worship",http://www.com,89 W Maple Ave,Monsey,NY,10952,41.120016,-74.077249
Aderethel Synagogue,(212) 685-0241,https://www.yellowpages.com/new-york-ny/mip/aderethel-synagogue-515474760,Synagogues,http://www.aderethel.org,133 E 29th St,New York,NY,10016,40.74321465,-73.98141600126314
Temple Beth Israel,(570) 253-2222,https://www.yellowpages.com/honesdale-pa/mip/temple-beth-israel-462807807,"Synagogues,Reform Synagogues",http://www.congregationbethisraelhonesdale.org,615 Court St,Honesdale,PA,18431,41.57137385714285,-75.25260071428572
Congregation K'hal Adath JSHRN,(212) 923-3582,https://www.yellowpages.com/new-york-ny/mip/congregation-khal-adath-jshrn-9771428,"Synagogues,Churches & Places of Worship",http://www.kajinc.org,85 Bennett Ave,New York,NY,10033,40.853017,-73.93507726828882
Young Israel Of Sheepshead Bay Inc,(718) 891-6767,https://www.yellowpages.com/brooklyn-ny/mip/young-israel-of-sheepshead-bay-inc-7278035,"Synagogues,Churches & Places of Worship",http://yibrighton.com,2546 E 7th St,Brooklyn,NY,11235,40.58809345,-73.96244821244926
Jewish Center Of The Moriches,(631) 878-0388,https://www.yellowpages.com/center-moriches-ny/mip/jewish-center-of-the-moriches-280427,Synagogues,http://www.jewishcenterofthemoriches.com,227 Main St,Center Moriches,NY,11934,40.80046195,-72.78781032938096
Temple Beth Sholom,(631) 724-0424,https://www.yellowpages.com/smithtown-ny/mip/temple-beth-sholom-1087906,"Synagogues,Churches & Places of Worship",https://www.tbsofs.org/login.php,433 Edgewood Ave,Smithtown,NY,11787,40.86661195,-73.18806449412048
Congregation Chasidei Bresslov Jerusalem,(718) 648-0843,https://www.yellowpages.com/brooklyn-ny/mip/congregation-chasidei-bresslov-jerusalem-462812327,"Synagogues,Churches & Places of Worship",,293 Neptune Ave,Brooklyn,NY,11235,40.581362549999994,-73.96427093795424
Temple Am Echad,(516) 593-4004,https://www.yellowpages.com/lynbrook-ny/mip/temple-am-echad-2706794,"Synagogues,Churches & Places of Worship,Religious General Interest Schools",http://www.am-echad.org,1 Saperstein Plz,Lynbrook,NY,11563,40.656247,-73.675187
Anshe Sholom Chabad JCC,(718) 441-2470,https://www.yellowpages.com/kew-gardens-ny/mip/anshe-sholom-chabad-jcc-505121052,"Synagogues,Religious Organizations",http://www.chabadofthegardens.com,8252 Abingdon Rd,Kew Gardens,NY,11415,40.7095633,-73.8307965
Germach Keren Cshmiel Inc,(718) 852-6568,https://www.yellowpages.com/brooklyn-ny/mip/germach-keren-cshmiel-inc-15471817,"Synagogues,Conservative Synagogues,Churches & Places of Worship",,128 Rutledge St,Brooklyn,NY,11211,40.701596333333335,-73.9575968095238
The Chabad Loft,(646) 370-1147,https://www.yellowpages.com/new-york-ny/mip/the-chabad-loft-497513501,Synagogues,http://www.chabadloft.com,122 W 14th St,New York,NY,10011,40.738552,-73.999684
Temple Beth Am,(201) 858-2020,https://www.yellowpages.com/bayonne-nj/mip/temple-beth-am-15071309,"Synagogues,Churches & Places of Worship",http://bethambayonne.org,111 Avenue B,Bayonne,NJ,7002,40.6808,-74.110738
Young Israel of Monsey,(845) 362-2055,https://www.yellowpages.com/monsey-ny/mip/young-israel-of-monsey-8947539,"Synagogues,Churches & Places of Worship",http://www.yimonseyandwh.org,58 Parker Blvd,Monsey,NY,10952,41.118048,-74.05940368364077
Temple Beth-El,(718) 474-5755,https://www.yellowpages.com/rockaway-park-ny/mip/temple-beth-el-6337513,"Synagogues,Reform Synagogues",,201 Beach 121st St,Rockaway Park,NY,11694,40.5786206,-73.8417218
Bais Shlomo Zalman,(212) 475-1860,https://www.yellowpages.com/new-york-ny/mip/bais-shlomo-zalman-466791974,"Synagogues,Churches & Places of Worship",http://www.bszpreschool.org,262 Delancey St,New York,NY,10002,40.716763150000006,-73.98062164871712
Temple B'nai Israel,(516) 354-1156,https://www.yellowpages.com/elmont-ny/mip/temple-bnai-israel-5161612,Synagogues,,471 Elmont Rd,Elmont,NY,11003,40.698076,-73.714411875
Young Israel Of Mill Basin,(718) 951-6028,https://www.yellowpages.com/brooklyn-ny/mip/young-israel-of-mill-basin-10293057,"Synagogues,Churches & Places of Worship",http://www.millbasinjewishcommunity.org/shul-directory,2082 E 58th St,Brooklyn,NY,11234,40.61354,-73.91714585999686
Babylonian Jewish Center,(516) 773-9876,https://www.yellowpages.com/great-neck-ny/mip/babylonian-jewish-center-1542146,"Synagogues,Churches & Places of Worship",http://www.bjcny.org,440 Great Neck Rd,Great Neck,NY,11021,40.7809662,-73.7327986
Young Israel Of Forrest Hill,(718) 268-7100,https://www.yellowpages.com/forest-hills-ny/mip/young-israel-of-forrest-hill-2580806,Synagogues,http://yifh.org,7100 Yellowstone Blvd,Forest Hills,NY,11375,40.7195942,-73.8448553
Congregation Bais Torah,(845) 352-1343,https://www.yellowpages.com/suffern-ny/mip/congregation-bais-torah-464804265,"Synagogues,Churches & Places of Worship,Religious Organizations",https://www.baistorah.org/login.php,89 Carlton Rd W,Suffern,NY,10901,41.1151372,-74.1493948
Congregation Ezrath Israel,(212) 245-6975,https://www.yellowpages.com/new-york-ny/mip/congregation-ezrath-israel-467573263,"Synagogues,Reform Synagogues,Churches & Places of Worship",http://www.theactorstemple.org,339 W 47th St,New York,NY,10036,40.7613052,-73.9890378
Temple Emanuel,(845) 338-4271,https://www.yellowpages.com/kingston-ny/mip/temple-emanuel-12924556,"Synagogues,Churches & Places of Worship",http://www.templeemanuelkingston.org,243 Albany Ave,Kingston,NY,12401,41.9354989375,-74.0063209375
Israel Congregation Synagogue,(802) 362-4578,https://www.yellowpages.com/manchester-center-vt/mip/israel-congregation-synagogue-9348615,Synagogues,http://icmvt.org,6025 Main St,Manchester Center,VT,5255,43.17642365,-73.05743764185203
Shjc,(631) 421-3224,https://www.yellowpages.com/melville-ny/mip/shjc-7652737,"Synagogues,Churches & Places of Worship",http://www.shjc.org,2600 New York Ave,Melville,NY,11747,40.800053,-73.404554
Young Israel Of Fort Lee,(201) 592-1518,https://www.yellowpages.com/fort-lee-nj/mip/young-israel-of-fort-lee-472278387,"Synagogues,Churches & Places of Worship",http://www.yiftlee.org,1610 Parker Ave,Fort Lee,NJ,7024,40.84914633333334,-73.96812566666667
Congregation Sons of Israel,(518) 842-8691,https://www.yellowpages.com/amsterdam-ny/mip/congregation-sons-of-israel-1049881,"Synagogues,Churches & Places of Worship,Religious Organizations",http://www.congregationsonsofisrael.com,355 Guy Park Ave,Amsterdam,NY,12010,42.952353,-74.212665
Temple Emanu-El,(212) 744-1400,https://www.yellowpages.com/new-york-ny/mip/temple-emanu-el-479805592,"Synagogues,Churches & Places of Worship,Reform Synagogues",http://www.emanuelnyc.org,1 E 65th St,New York,NY,10065,40.767682,-73.9697296
